Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Style
Wind's Caress,4,Hair Accessory,Floral Memory,5,19,240,36,33,28,5800,77,177,Fresh
Hopeful Knot,4,Hair Accessory,Hometown Breeze,0,18,105,54,16,10,0,0,0,Fresh
Hopeful Knot,4,Hair Accessory,Hometown Breeze,1,23,132,68,20,13,410,5,12,Fresh
Hopeful Knot,4,Hair Accessory,Hometown Breeze,2,28,163,84,25,16,1220,16,36,Fresh
Hopeful Knot,4,Hair Accessory,Hometown Breeze,3,35,200,103,31,19,2440,32,72,Fresh
Hopeful Knot,4,Hair Accessory,Hometown Breeze,4,42,242,125,37,23,3980,53,120,Fresh
Hopeful Knot,4,Hair Accessory,Hometown Breeze,5,50,289,149,44,28,5800,77,177,Fresh
A New Dawn,4,Hair Accessory,Rebirth Wish,0,50,0,102,16,18,0,0,0,Sweet
A New Dawn,4,Hair Accessory,Rebirth Wish,1,63,22,128,20,23,410,5,12,Sweet
A New Dawn,4,Hair Accessory,Rebirth Wish,2,78,27,159,25,28,1220,16,36,Sweet
A New Dawn,4,Hair Accessory,Rebirth Wish,3,95,33,194,31,35,2440,32,72,Sweet
A New Dawn,4,Hair Accessory,Rebirth Wish,4,0,40,235,37,42,3980,53,120,Sweet
A New Dawn,4,Hair Accessory,Rebirth Wish,5,138,47,281,44,50,5800,77,177,Sweet
Guiding Star,4,Hair Accessory,Tidal Shark Mirage,0,15,52,10,18,108,0,0,0,Cool
Guiding Star,4,Hair Accessory,Tidal Shark Mirage,1,19,65,13,23,135,410,5,12,Cool
Guiding Star,4,Hair Accessory,Tidal Shark Mirage,2,24,81,16,28,168,1220,16,36,Cool
Guiding Star,4,Hair Accessory,Tidal Shark Mirage,3,29,99,19,35,206,2440,32,72,Cool
Guiding Star,4,Hair Accessory,Tidal Shark Mirage,4,35,120,23,42,249,3980,53,120,Cool
Guiding Star,4,Hair Accessory,Tidal Shark Mirage,5,42,143,28,50,297,5800,77,177,Cool
Intermission,4,Hair Accessory,Sweet Jazz Nights,0,53,18,103,18,10,0,0,0,Sweet
Intermission,4,Hair Accessory,Sweet Jazz Nights,1,67,23,129,23,13,410,5,12,Sweet
Intermission,4,Hair Accessory,Sweet Jazz Nights,2,83,28,160,28,16,1220,16,36,Sweet
Intermission,4,Hair Accessory,Sweet Jazz Nights,3,101,35,196,35,19,2440,32,72,Sweet
Intermission,4,Hair Accessory,Sweet Jazz Nights,4,122,42,237,42,23,3980,53,120,Sweet
Intermission,4,Hair Accessory,Sweet Jazz Nights,5,146,50,284,50,28,5800,77,177,Sweet
Starlit Diadem,2,Hair Accessory,,0,47,23,5,9,7,0,0,0,Elegant
Starlit Diadem,2,Hair Accessory,,1,59,29,7,12,9,80,1,3,Elegant
Starlit Diadem,2,Hair Accessory,,2,73,36,8,14,0,240,3,10,Elegant
Starlit Diadem,2,Hair Accessory,,3,90,44,10,18,14,480,6,20,Elegant
Starlit Diadem,2,Hair Accessory,,4,109,53,0,21,0,790,10,34,Elegant
Starlit Diadem,2,Hair Accessory,,5,130,64,14,25,20,1150,15,50,Elegant
Surprise Invitation,3,Hair Accessory,,0,0,100,9,16,14,0,0,0,Fresh
Surprise Invitation,3,Hair Accessory,,1,14,125,12,20,18,140,2,6,Fresh
Surprise Invitation,3,Hair Accessory,,2,18,155,14,25,22,410,6,18,Fresh
Surprise Invitation,3,Hair Accessory,,3,21,190,18,31,27,820,11,36,Fresh
Surprise Invitation,3,Hair Accessory,,4,26,230,21,37,33,1330,18,60,Fresh
Surprise Invitation,3,Hair Accessory,,5,31,275,25,44,39,1940,26,88,Fresh
Pearly Dots,3,Hair Accessory,,0,25,47,5,6,7,0,0,0,Fresh
Pearly Dots,3,Hair Accessory,,1,32,59,7,8,9,140,2,6,Fresh
Pearly Dots,3,Hair Accessory,,2,39,73,8,10,11,410,6,18,Fresh
Pearly Dots,3,Hair Accessory,,3,48,90,10,12,14,820,11,36,Fresh
Pearly Dots,3,Hair Accessory,,4,58,109,0,14,0,1330,18,60,Fresh
Pearly Dots,3,Hair Accessory,,5,69,130,14,0,20,1940,26,88,Fresh
Starlit Companions,3,Hair Accessory,,0,9,39,80,14,8,0,0,0,Sweet
Starlit Companions,3,Hair Accessory,,1,0,49,100,18,10,140,2,6,Sweet
Starlit Companions,3,Hair Accessory,,2,14,61,124,22,13,410,6,18,Sweet
Starlit Companions,3,Hair Accessory,,3,18,75,152,27,16,820,11,36,Sweet
Starlit Companions,3,Hair Accessory,,4,21,90,184,33,19,1330,18,60,Sweet
Starlit Companions,3,Hair Accessory,,5,25,108,220,39,22,1940,26,88,Sweet
Morning Greetings,3,Hair Accessory,A Beautiful Day,0,76,13,36,12,12,0,0,0,Elegant
Morning Greetings,3,Hair Accessory,A Beautiful Day,1,95,0,45,15,15,140,2,6,Elegant
Morning Greetings,3,Hair Accessory,A Beautiful Day,2,118,21,56,19,19,410,6,18,Elegant
Morning Greetings,3,Hair Accessory,A Beautiful Day,3,145,25,69,23,23,820,11,36,Elegant
Morning Greetings,3,Hair Accessory,A Beautiful Day,4,175,30,83,28,28,1330,18,60,Elegant
Morning Greetings,3,Hair Accessory,A Beautiful Day,5,209,36,99,33,33,1940,26,88,Elegant
Starlit Dreams,5,Hair Accessory,Blossoming Stars,0,66,130,18,18,23,0,0,0,Fresh
Starlit Dreams,5,Hair Accessory,Blossoming Stars,1,83,163,23,23,29,680,9,19,Fresh
Starlit Dreams,5,Hair Accessory,Blossoming Stars,2,103,202,28,28,36,2030,27,57,Fresh
Starlit Dreams,5,Hair Accessory,Blossoming Stars,3,126,247,35,35,44,4060,54,114,Fresh
Starlit Dreams,5,Hair Accessory,Blossoming Stars,4,152,299,42,42,53,6630,88,190,Fresh
Starlit Dreams,5,Hair Accessory,Blossoming Stars,5,182,358,50,50,64,9670,129,282,Fresh
Peachy Oath,3,Hair Accessory,,0,8,39,79,0,14,0,0,0,Sweet
Peachy Oath,3,Hair Accessory,,1,10,49,99,14,18,140,2,6,Sweet
Peachy Oath,3,Hair Accessory,,2,13,61,123,18,22,410,6,18,Sweet
Peachy Oath,3,Hair Accessory,,3,16,75,151,21,27,820,11,36,Sweet
Peachy Oath,3,Hair Accessory,,4,19,90,182,26,33,1330,18,60,Sweet
Peachy Oath,3,Hair Accessory,,5,22,108,218,31,39,1940,26,88,Sweet
Nostalgic Breeze,4,Hair Accessory,Afternoon Shine,0,14,10,86,15,41,0,0,0,Sweet
Nostalgic Breeze,4,Hair Accessory,Afternoon Shine,1,18,13,108,19,52,410,5,12,Sweet
Nostalgic Breeze,4,Hair Accessory,Afternoon Shine,2,22,16,134,24,64,1220,16,36,Sweet
Nostalgic Breeze,4,Hair Accessory,Afternoon Shine,3,27,19,164,29,78,2440,32,72,Sweet
Nostalgic Breeze,4,Hair Accessory,Afternoon Shine,4,33,23,198,35,95,3980,53,120,Sweet
Nostalgic Breeze,4,Hair Accessory,Afternoon Shine,5,39,28,237,42,113,5800,77,177,Sweet
Star Seeker,3,Hair Accessory,,0,0,9,38,79,13,0,0,0,Sexy
Star Seeker,3,Hair Accessory,,1,14,0,48,99,7,140,2,6,Sexy
Star Seeker,3,Hair Accessory,,2,18,14,59,123,21,410,6,18,Sexy
Star Seeker,3,Hair Accessory,,3,21,18,73,151,25,820,11,36,Sexy
Star Seeker,3,Hair Accessory,,4,26,21,88,182,30,1330,18,60,Sexy
Star Seeker,3,Hair Accessory,,5,31,25,105,218,36,1940,26,88,Sexy
Blossom Verses,4,Hair Accessory,Wind of Purity,0,86,45,0,8,14,0,0,0,Elegant
Blossom Verses,4,Hair Accessory,Wind of Purity,1,108,57,14,10,18,410,5,12,Elegant
Blossom Verses,4,Hair Accessory,Wind of Purity,2,134,70,18,13,22,1220,16,36,Elegant
Blossom Verses,4,Hair Accessory,Wind of Purity,3,164,86,21,16,27,2440,32,72,Elegant
Blossom Verses,4,Hair Accessory,Wind of Purity,4,198,104,26,19,33,3980,53,120,Elegant
Blossom Verses,4,Hair Accessory,Wind of Purity,5,237,124,31,22,39,5800,77,177,Elegant
Twinkling Refractions,4,Hair Accessory,Bubbly Voyage,0,10,44,84,14,14,0,0,0,Sweet
Twinkling Refractions,4,Hair Accessory,Bubbly Voyage,1,13,55,105,18,18,410,5,12,Sweet
Twinkling Refractions,4,Hair Accessory,Bubbly Voyage,2,16,69,131,22,22,1220,16,36,Sweet
Twinkling Refractions,4,Hair Accessory,Bubbly Voyage,3,19,84,160,27,27,2440,32,72,Sweet
Twinkling Refractions,4,Hair Accessory,Bubbly Voyage,4,23,102,194,33,33,3980,53,120,Sweet
Twinkling Refractions,4,Hair Accessory,Bubbly Voyage,5,28,121,231,39,39,5800,77,177,Sweet
Eternal Blossoms,5,Handheld,,0,132,14,68,25,15,0,0,0,Elegant
Eternal Blossoms,5,Handheld,,1,165,18,85,32,19,680,9,19,Elegant
Eternal Blossoms,5,Handheld,,2,205,22,106,39,24,2030,27,57,Elegant
Eternal Blossoms,5,Handheld,,3,251,27,130,48,29,4060,54,114,Elegant
Eternal Blossoms,5,Handheld,,4,304,33,157,58,35,6630,88,190,Elegant
Eternal Blossoms,5,Handheld,,5,363,39,187,69,42,9670,129,282,Elegant
Eternal Harmony,5,Headwear,,0,134,15,65,18,24,0,0,0,Elegant
Eternal Harmony,5,Headwear,,1,168,19,82,23,30,680,9,19,Elegant
Eternal Harmony,5,Headwear,,2,208,24,101,28,38,2030,27,57,Elegant
Eternal Harmony,5,Headwear,,3,255,29,124,35,46,4060,54,114,Elegant
Eternal Harmony,5,Headwear,,4,309,35,150,42,56,6630,88,190,Elegant
Eternal Harmony,5,Headwear,,5,369,42,179,50,66,9670,129,282,Elegant
Mist Piercer,3,Headwear,,0,12,0,14,36,76,0,0,0,Cool
Mist Piercer,3,Headwear,,1,15,15,18,45,95,140,2,6,Cool
Mist Piercer,3,Headwear,,2,19,19,22,56,118,410,6,18,Cool
Mist Piercer,3,Headwear,,3,23,23,27,69,145,820,11,36,Cool
Mist Piercer,3,Headwear,,4,28,28,33,83,175,1330,18,60,Cool
Mist Piercer,3,Headwear,,5,33,33,39,99,209,1940,26,88,Cool
Winding Branches,3,Headwear,,0,0,77,39,15,8,0,0,0,Fresh
Winding Branches,3,Headwear,,1,14,0,49,19,10,140,2,6,Sweet
Winding Branches,3,Headwear,,2,18,120,61,24,13,410,6,18,Fresh
Winding Branches,3,Headwear,,3,21,147,75,29,16,820,11,36,Fresh
Winding Branches,3,Headwear,,4,26,178,90,35,19,1330,18,60,Fresh
Winding Branches,3,Headwear,,5,31,212,108,42,22,1940,26,88,Fresh
Abyssal Gaze,3,Headwear,,0,10,14,0,15,94,0,0,0,Cool
Abyssal Gaze,3,Headwear,,1,13,18,22,19,118,140,2,6,Cool
Abyssal Gaze,3,Headwear,,2,16,22,27,24,146,410,6,18,Cool
Abyssal Gaze,3,Headwear,,3,19,27,33,29,179,820,11,36,Cool
Abyssal Gaze,3,Headwear,,4,23,33,40,35,217,1330,18,60,Cool
Abyssal Gaze,3,Headwear,,5,28,39,47,42,259,1940,26,88,Cool
Shaky Branch,3,Headwear,,0,0,80,40,10,9,0,0,0,Fresh
Shaky Branch,3,Headwear,,1,15,100,50,13,12,140,2,6,Fresh
Shaky Branch,3,Headwear,,2,19,124,62,16,14,410,6,18,Fresh
Shaky Branch,3,Headwear,,3,23,152,76,19,18,820,11,36,Fresh
Shaky Branch,3,Headwear,,4,28,184,92,23,21,1330,18,60,Fresh
Shaky Branch,3,Headwear,,5,33,220,110,28,25,1940,26,88,Fresh
Cool Shade,3,Headwear,,0,24,68,12,23,23,0,0,0,Fresh
Cool Shade,3,Headwear,,1,30,85,15,29,29,140,2,6,Fresh
Cool Shade,3,Headwear,,2,38,106,19,36,36,410,6,18,Fresh
Cool Shade,3,Headwear,,3,46,130,23,44,44,820,11,36,Fresh
Cool Shade,3,Headwear,,4,56,157,28,53,53,1330,18,60,Fresh
Cool Shade,3,Headwear,,5,66,187,33,64,64,1940,26,88,Fresh
Blossom's Wish,3,Headwear,,0,42,80,8,9,11,0,0,0,Fresh
Blossom's Wish,3,Headwear,,1,53,100,10,12,14,140,2,6,Fresh
Blossom's Wish,3,Headwear,,2,66,124,13,14,18,410,6,18,Fresh
Blossom's Wish,3,Headwear,,3,80,152,16,18,21,820,11,36,Fresh
Blossom's Wish,3,Headwear,,4,0,184,19,21,26,1330,18,60,Fresh
Blossom's Wish,3,Headwear,,5,116,220,22,25,31,1940,26,88,Fresh
Gentle Sunshine,3,Headwear,,0,14,13,76,9,38,0,0,0,Sweet
Gentle Sunshine,3,Headwear,,1,18,0,95,12,48,140,2,6,Sweet
Gentle Sunshine,3,Headwear,,2,22,21,118,14,59,410,6,18,Sweet
Gentle Sunshine,3,Headwear,,3,27,25,145,18,73,820,11,36,Sweet
Gentle Sunshine,3,Headwear,,4,33,30,175,21,88,1330,18,60,Sweet
Gentle Sunshine,3,Headwear,,5,39,36,209,25,105,1940,26,88,Sweet
Choo-Choo Whistle,3,Headwear,,0,0,39,14,0,75,0,0,0,Cool
Choo-Choo Whistle,3,Headwear,,1,14,49,18,14,94,140,2,6,Cool
Choo-Choo Whistle,3,Headwear,,2,18,61,22,18,0,410,6,18,Fresh
Choo-Choo Whistle,3,Headwear,,3,21,75,27,21,143,820,11,36,Cool
Choo-Choo Whistle,3,Headwear,,4,26,90,33,26,173,1330,18,60,Cool
Choo-Choo Whistle,3,Headwear,,5,31,108,39,31,207,1940,26,88,Cool
Adventure's Hat,3,Headwear,,0,13,39,13,10,75,0,0,0,Cool
Adventure's Hat,3,Headwear,,1,0,49,0,13,94,140,2,6,Cool
Adventure's Hat,3,Headwear,,2,21,61,21,16,0,410,6,18,Fresh
Adventure's Hat,3,Headwear,,3,25,75,25,19,143,820,11,36,Cool
Adventure's Hat,3,Headwear,,4,30,90,30,23,173,1330,18,60,Cool
Adventure's Hat,3,Headwear,,5,36,108,36,28,207,1940,26,88,Cool
Dark Night Sky,3,Headwear,Carnival Ode,0,0,13,10,39,77,0,0,0,Cool
Dark Night Sky,3,Headwear,Carnival Ode,1,14,0,13,49,97,140,2,6,Cool
Dark Night Sky,3,Headwear,Carnival Ode,2,18,21,16,61,120,410,6,18,Cool
Dark Night Sky,3,Headwear,Carnival Ode,3,21,25,19,75,147,820,11,36,Cool
Dark Night Sky,3,Headwear,Carnival Ode,4,26,30,23,90,178,1330,18,60,Cool
Dark Night Sky,3,Headwear,Carnival Ode,5,31,36,28,108,212,1940,26,88,Cool
Fluttering Feathers,5,Headwear,Fairytale Swan,0,131,24,23,62,15,0,0,0,Elegant
Fluttering Feathers,5,Headwear,Fairytale Swan,1,164,30,29,78,19,680,9,19,Elegant
Fluttering Feathers,5,Headwear,Fairytale Swan,2,204,38,36,0,24,2030,27,57,Elegant
Fluttering Feathers,5,Headwear,Fairytale Swan,3,249,46,44,118,29,4060,54,114,Elegant
Fluttering Feathers,5,Headwear,Fairytale Swan,4,302,56,53,143,35,6630,88,190,Elegant
Fluttering Feathers,5,Headwear,Fairytale Swan,5,361,66,64,171,42,9670,129,282,Elegant
Bloom Together,5,Headwear,Blossoming Stars,0,67,131,24,16,7,0,0,0,Fresh
Bloom Together,5,Headwear,Blossoming Stars,1,84,164,30,20,22,680,9,19,Fresh
Bloom Together,5,Headwear,Blossoming Stars,2,104,204,38,25,27,2030,27,57,Fresh
Bloom Together,5,Headwear,Blossoming Stars,3,128,249,46,31,33,4060,54,114,Fresh
Bloom Together,5,Headwear,Blossoming Stars,4,155,302,56,37,40,6630,88,190,Fresh
Bloom Together,5,Headwear,Blossoming Stars,5,185,361,66,44,47,9670,129,282,Fresh
Frigid Branches,5,Headwear,Flutter Storm,0,66,0,15,139,18,0,0,0,Sexy
Frigid Branches,5,Headwear,Flutter Storm,1,83,22,19,174,23,680,9,19,Sexy
Frigid Branches,5,Headwear,Flutter Storm,2,103,27,24,216,28,2030,27,57,Sexy
Frigid Branches,5,Headwear,Flutter Storm,3,126,33,29,265,35,4060,54,114,Sexy
Frigid Branches,5,Headwear,Flutter Storm,4,152,40,35,320,42,6630,88,190,Sexy
Frigid Branches,5,Headwear,Flutter Storm,5,182,47,42,383,50,9670,129,282,Sexy
Sunset Finale,3,Headwear,,0,81,13,7,9,41,0,0,0,Elegant
Sunset Finale,3,Headwear,,1,102,0,9,12,52,140,2,6,Elegant
Sunset Finale,3,Headwear,,2,126,21,0,14,64,410,6,18,Elegant
Sunset Finale,3,Headwear,,3,154,25,14,18,78,820,11,36,Elegant
Sunset Finale,3,Headwear,,4,187,30,0,21,95,1330,18,60,Elegant
Sunset Finale,3,Headwear,,5,223,36,20,25,113,1940,26,88,Elegant
Guardian's Pact,3,Headwear,,0,19,19,16,19,78,0,0,0,Cool
Guardian's Pact,3,Headwear,,1,24,24,20,24,98,140,2,6,Cool
Guardian's Pact,3,Headwear,,2,30,30,25,30,121,410,6,18,Cool
Guardian's Pact,3,Headwear,,3,37,37,31,37,149,820,11,36,Cool
Guardian's Pact,3,Headwear,,4,44,44,37,44,180,1330,18,60,Cool
Guardian's Pact,3,Headwear,,5,53,53,44,53,215,1940,26,88,Cool
Bestseller's Crown,2,Headwear,,0,9,10,8,6,58,0,0,0,Cool
Bestseller's Crown,2,Headwear,,1,0,13,10,8,73,80,1,3,Cool
Bestseller's Crown,2,Headwear,,2,14,16,13,10,90,240,3,10,Cool
Bestseller's Crown,2,Headwear,,3,18,19,16,12,0,480,6,20,Fresh
Bestseller's Crown,2,Headwear,,4,21,23,19,14,134,790,10,34,Cool
Bestseller's Crown,2,Headwear,,5,25,28,22,0,160,1150,15,50,Cool
Night's Conductor,4,Headwear,Symphony of Strings,0,45,0,86,10,13,0,0,0,Sweet
Night's Conductor,4,Headwear,Symphony of Strings,1,57,14,108,13,0,410,5,12,Sweet
Night's Conductor,4,Headwear,Symphony of Strings,2,70,18,134,16,21,1220,16,36,Sweet
Night's Conductor,4,Headwear,Symphony of Strings,3,86,21,164,19,25,2440,32,72,Sweet
Night's Conductor,4,Headwear,Symphony of Strings,4,104,26,198,23,30,3980,53,120,Sweet
Night's Conductor,4,Headwear,Symphony of Strings,5,124,31,237,28,36,5800,77,177,Sweet
Harvest's Blessing,4,Headwear,Hometown Breeze,0,16,103,49,18,16,0,0,0,Fresh
Harvest's Blessing,4,Headwear,Hometown Breeze,1,20,129,62,23,20,410,5,12,Fresh
Harvest's Blessing,4,Headwear,Hometown Breeze,2,25,160,76,28,25,1220,16,36,Fresh
Harvest's Blessing,4,Headwear,Hometown Breeze,3,31,196,94,35,31,2440,32,72,Fresh
Harvest's Blessing,4,Headwear,Hometown Breeze,4,37,237,113,42,37,3980,53,120,Fresh
Harvest's Blessing,4,Headwear,Hometown Breeze,5,44,284,135,50,44,5800,77,177,Fresh
Cradle of Wish,4,Headwear,Rebirth Wish,0,52,18,107,10,15,0,0,0,Sweet
Cradle of Wish,4,Headwear,Rebirth Wish,1,65,23,134,13,19,410,5,12,Sweet
Cradle of Wish,4,Headwear,Rebirth Wish,2,81,28,166,16,24,1220,16,36,Sweet
Cradle of Wish,4,Headwear,Rebirth Wish,3,99,35,204,19,29,2440,32,72,Sweet
Cradle of Wish,4,Headwear,Rebirth Wish,4,120,42,247,23,35,3980,53,120,Sweet
Cradle of Wish,4,Headwear,Rebirth Wish,5,143,50,295,28,42,5800,77,177,Sweet
Blank Beginnings,4,Headwear,Flowing Colors,0,14,103,53,16,7,0,0,0,Fresh
Blank Beginnings,4,Headwear,Flowing Colors,1,18,129,67,20,22,410,5,12,Fresh
Blank Beginnings,4,Headwear,Flowing Colors,2,22,160,83,25,27,1220,16,36,Fresh
Blank Beginnings,4,Headwear,Flowing Colors,3,27,196,101,31,33,2440,32,72,Fresh
Blank Beginnings,4,Headwear,Flowing Colors,4,33,237,122,37,40,3980,53,120,Fresh
Blank Beginnings,4,Headwear,Flowing Colors,5,39,284,146,44,47,5800,77,177,Fresh
Drifting Sharkfin,4,Headwear,Tidal Shark Mirage,0,16,53,16,18,100,0,0,0,Cool
Drifting Sharkfin,4,Headwear,Tidal Shark Mirage,1,20,67,20,23,125,410,5,12,Cool
Drifting Sharkfin,4,Headwear,Tidal Shark Mirage,2,25,83,25,28,155,1220,16,36,Cool
Drifting Sharkfin,4,Headwear,Tidal Shark Mirage,3,31,101,31,35,190,2440,32,72,Cool
Drifting Sharkfin,4,Headwear,Tidal Shark Mirage,4,37,122,37,42,230,3980,53,120,Cool
Drifting Sharkfin,4,Headwear,Tidal Shark Mirage,5,44,146,44,50,275,5800,77,177,Cool
Crowning Spring,4,Headwear,Wind of Purity,0,82,43,15,13,12,0,0,0,Elegant
Crowning Spring,4,Headwear,Wind of Purity,1,103,54,19,0,15,410,5,12,Elegant
Crowning Spring,4,Headwear,Wind of Purity,2,128,67,24,21,19,1220,16,36,Elegant
Crowning Spring,4,Headwear,Wind of Purity,3,156,82,29,25,23,2440,32,72,Elegant
Crowning Spring,4,Headwear,Wind of Purity,4,189,99,35,30,28,3980,53,120,Elegant
Crowning Spring,4,Headwear,Wind of Purity,5,226,19,42,36,33,5800,77,177,Elegant
Sparkling Reverie,4,Headwear,Bubbly Voyage,0,13,43,83,14,12,0,0,0,Sweet
Sparkling Reverie,4,Headwear,Bubbly Voyage,1,0,54,104,18,15,410,5,12,Sweet
Sparkling Reverie,4,Headwear,Bubbly Voyage,2,21,67,129,22,19,1220,16,36,Sweet
Sparkling Reverie,4,Headwear,Bubbly Voyage,3,25,82,158,27,23,2440,32,72,Sweet
Sparkling Reverie,4,Headwear,Bubbly Voyage,4,30,99,191,33,28,3980,53,120,Sweet
Sparkling Reverie,4,Headwear,Bubbly Voyage,5,36,19,229,39,33,5800,77,177,Sweet
Superstar Vibes,2,Headwear,,0,8,8,6,46,22,0,0,0,Sexy
Superstar Vibes,2,Headwear,,1,10,10,8,58,28,80,1,3,Sexy
Superstar Vibes,2,Headwear,,2,13,13,10,72,35,240,3,10,Sexy
Superstar Vibes,2,Headwear,,3,16,16,0,88,42,480,6,20,Sexy
Superstar Vibes,2,Headwear,,4,19,19,14,106,51,790,10,34,Sexy
Superstar Vibes,2,Headwear,,5,22,22,0,127,61,1150,15,50,Sexy
Heavy Eyelids,3,Headwear,,0,13,39,76,14,8,0,0,0,Sweet
Heavy Eyelids,3,Headwear,,1,0,49,95,18,10,140,2,6,Sweet
Heavy Eyelids,3,Headwear,,2,21,61,118,22,13,410,6,18,Sweet
Heavy Eyelids,3,Headwear,,3,25,75,145,27,16,820,11,36,Sweet
Heavy Eyelids,3,Headwear,,4,30,90,175,33,19,1330,18,60,Sweet
Heavy Eyelids,3,Headwear,,5,36,108,209,39,22,1940,26,88,Sweet
Kitty Fluff,3,Headwear,,2,10,76,39,13,11,410,6,18,Fresh
Kitty Fluff,3,Headwear,,3,19,145,75,25,21,820,11,36,Fresh
Kitty Fluff,3,Headwear,,4,23,175,90,30,26,1330,18,60,Fresh
Kitty Fluff,3,Headwear,,5,28,209,108,36,31,1940,26,88,Fresh
Peace with Birds,3,Headwear,,0,0,77,13,0,38,0,0,0,Fresh
Peace with Birds,3,Headwear,,1,14,0,0,14,48,140,2,6,Cool
Peace with Birds,3,Headwear,,2,18,120,21,18,59,410,6,18,Fresh
Peace with Birds,3,Headwear,,3,21,147,25,21,73,820,11,36,Fresh
Peace with Birds,3,Headwear,,4,26,178,30,26,88,1330,18,60,Fresh
Peace with Birds,3,Headwear,,5,31,212,36,31,105,1940,26,88,Fresh
Starlit Night,3,Headwear,,0,37,14,75,10,14,0,0,0,Sweet
Starlit Night,3,Headwear,,1,47,18,94,13,18,140,2,6,Sweet
Starlit Night,3,Headwear,,2,58,22,0,16,22,410,6,18,Elegant
Starlit Night,3,Headwear,,3,71,27,143,19,27,820,11,36,Sweet
Starlit Night,3,Headwear,,4,86,33,173,23,33,1330,18,60,Sweet
Starlit Night,3,Headwear,,5,102,39,207,28,39,1940,26,88,Sweet
Breeze-Kissed Blooms,3,Headwear,,0,41,79,0,0,8,0,0,0,Fresh
Breeze-Kissed Blooms,3,Headwear,,1,52,99,14,14,10,140,2,6,Fresh
Breeze-Kissed Blooms,3,Headwear,,2,64,123,18,18,13,410,6,18,Fresh
Breeze-Kissed Blooms,3,Headwear,,3,78,151,21,21,16,820,11,36,Fresh
Breeze-Kissed Blooms,3,Headwear,,4,95,182,26,26,19,1330,18,60,Fresh
Breeze-Kissed Blooms,3,Headwear,,5,113,218,31,31,22,1940,26,88,Fresh
Sleepless Night,4,Headwear,Sweet Jazz Nights,0,53,15,106,19,10,0,0,0,Sweet
Sleepless Night,4,Headwear,Sweet Jazz Nights,1,67,19,133,24,13,410,5,12,Sweet
Sleepless Night,4,Headwear,Sweet Jazz Nights,2,83,24,165,30,16,1220,16,36,Sweet
Sleepless Night,4,Headwear,Sweet Jazz Nights,3,101,29,202,37,19,2440,32,72,Sweet
Sleepless Night,4,Headwear,Sweet Jazz Nights,4,122,35,244,44,23,3980,53,120,Sweet
Sleepless Night,4,Headwear,Sweet Jazz Nights,5,146,42,292,53,28,5800,77,177,Sweet
Cheerful Fisher,4,Headwear,Rippling Serenity,0,13,0,44,10,87,0,0,0,Cool
Cheerful Fisher,4,Headwear,Rippling Serenity,1,0,15,55,13,109,410,5,12,Cool
Cheerful Fisher,4,Headwear,Rippling Serenity,2,21,19,69,16,135,1220,16,36,Cool
Cheerful Fisher,4,Headwear,Rippling Serenity,3,25,23,84,19,166,2440,32,72,Cool
Cheerful Fisher,4,Headwear,Rippling Serenity,4,30,28,102,23,201,3980,53,120,Cool
Cheerful Fisher,4,Headwear,Rippling Serenity,5,36,33,121,28,240,5800,77,177,Cool
Azure Ripples,4,Headwear,Bye-Bye Dust,0,44,10,92,8,11,0,0,0,Sweet
Azure Ripples,4,Headwear,Bye-Bye Dust,1,55,13,0,10,14,410,5,12,Elegant
Azure Ripples,4,Headwear,Bye-Bye Dust,2,69,16,143,13,18,1220,16,36,Sweet
Azure Ripples,4,Headwear,Bye-Bye Dust,3,84,19,175,16,21,2440,32,72,Sweet
Azure Ripples,4,Headwear,Bye-Bye Dust,4,102,23,212,19,26,3980,53,120,Sweet
Azure Ripples,4,Headwear,Bye-Bye Dust,5,121,28,253,22,31,5800,77,177,Sweet
Wish Bottle Necklace,3,Neckwear,,0,9,78,38,14,11,0,0,0,Fresh
Wish Bottle Necklace,3,Neckwear,,1,0,98,48,18,14,140,2,6,Fresh
Wish Bottle Necklace,3,Neckwear,,2,14,121,59,22,18,410,6,18,Fresh
Wish Bottle Necklace,3,Neckwear,,3,18,149,73,27,21,820,11,36,Fresh
Wish Bottle Necklace,3,Neckwear,,4,21,180,88,33,26,1330,18,60,Fresh
Wish Bottle Necklace,3,Neckwear,,5,25,215,105,39,31,1940,26,88,Fresh
Budding Sprout,3,Neckwear,,0,78,0,38,13,10,0,0,0,Elegant
Budding Sprout,3,Neckwear,,1,98,14,48,0,13,140,2,6,Elegant
Budding Sprout,3,Neckwear,,2,121,18,59,21,16,410,6,18,Elegant
Budding Sprout,3,Neckwear,,3,149,21,73,25,19,820,11,36,Elegant
Budding Sprout,3,Neckwear,,4,180,26,88,30,23,1330,18,60,Elegant
Budding Sprout,3,Neckwear,,5,215,31,105,36,28,1940,26,88,Elegant
Guardian Pendant,3,Neckwear,,0,77,37,14,10,13,0,0,0,Elegant
Guardian Pendant,3,Neckwear,,1,0,47,18,13,0,140,2,6,Fresh
Guardian Pendant,3,Neckwear,,2,120,58,22,16,21,410,6,18,Elegant
Guardian Pendant,3,Neckwear,,3,147,71,27,19,25,820,11,36,Elegant
Guardian Pendant,3,Neckwear,,4,178,86,33,23,30,1330,18,60,Elegant
